Name,category_first,category_2nd,category_3rd,category_4th,category_5th,category_6th,first_purchased_short_code,second_purchased_short_code,third_purchased_short_code,fourth_purchased_short_code,fifth_purchased_short_code,sixth_purchased_short_code,first_purchased_sku,second_purchased_sku,third_purchased_sku,fourth_purchased_sku,fifth_purchased_sku,sixth_purchased_sku,first_order_date,second_order_date,third_order_date,fourth_order_date,fifth_order_date,sixth_order_date,days_between_1st_and_2nd,days_between_2nd_and_3rd,days_between_3rd_and_4th,days_between_4th_and_5th,days_between_5th_and_6th,city,Month-Year,Month Number ,Journey Depth,Is Repeat Buyer? 
212312,Active Gel,Active Gel,,,,,Active Neem TeaTree Gel,Active Neem TeaTree Gel,,,,,FC-AC-NT-050,FC-AC-NT-050,,,,,"Jun 13, 2024","Nov 17, 2024",,,,,157,,,,,Bengaluru,2024-06,6,2,1
213379,Face Malai,,,,,,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,,,,,,FC-CWDM-BT-030,,,,,,"Jan 3, 2024",,,,,,,,,,,Gurdaspur,2024-01,1,1,0
213441,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Nov 12, 2024",,,,,,,,,,,Navi Mumbai,2024-11,11,1,0
213472,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jul 1, 2026",,,,,,,,,,,Mumbai,2026-07,7,1,0
213698,Active Gel,,,,,,Active Neem TeaTree Gel,,,,,,FC-AC-NT-050,,,,,,"Jan 22, 2025",,,,,,,,,,,Bengaluru,2025-01,1,1,0
213778,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"May 1, 2024",,,,,,,,,,,New Delhi,2024-05,5,1,0
213781,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 22, 2026",,,,,,,,,,,Sonipat,2026-05,5,1,0
214080,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Oct 5, 2024",,,,,,,,,,,Thane,2024-10,10,1,0
214195,Face Malai,Face Malai,Face Malai,Face Malai,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,"Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai, Turmeric Nutmeg (Pigmentation)  Face Malai - 50g , Flax Walnut (Cold) 35+ Face Malai",Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,FC-HDDM-FB-030,"FC-CWDM-FW-030, FC-CWDM-BT-030, FC-DM-PG-050",FC-DM-PG-050,FC-DM-PG-050,,,"May 7, 2024","Aug 21, 2024","Jun 25, 2025","Jun 6, 2026",,,106,308,346,,,Ghaziabad,2024-05,5,4,1
215209,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Aug 16, 2025",,,,,,,,,,,Gurgaon,2025-08,8,1,0
215701,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 12, 2024",,,,,,,,,,,Cuttack,2024-02,2,1,0
216326,Face Malai,Face Malai,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,,,,,FC-DM-PG-030,FC-HDDM-TR-050,,,,,"Oct 18, 2024","Apr 12, 2026",,,,,541,,,,,New Delhi,2024-10,10,2,1
216810,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jan 30, 2025",,,,,,,,,,,Trivandrum,2025-01,1,1,0
217035,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Jun 16, 2024",,,,,,,,,,,Gurgaon,2024-06,6,1,0
217054,Face Malai,Face Malai,Active Gel,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,"Active Olive Vit-E Night Gel, Active Orange Kiwi Vit-C Gel",,,,FC-HHDM-FC-030,FC-HDDM-TR-030,"FC-AC-OV-050, FC-AC-OK-050",,,,"Mar 3, 2025","Mar 3, 2025","May 21, 2026",,,,0,444,,,,Hyderabad,2025-03,3,3,1
217359,Face Malai,Face Malai,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-DM-PG-030,FC-DM-PG-030,,,,,"Oct 3, 2025","Jan 5, 2026",,,,,94,,,,,Dehradun,2025-10,10,2,1
217380,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"May 24, 2025",,,,,,,,,,,Prayagraj,2025-05,5,1,0
217424,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 80 gms, Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-HG-PA-080, FC-DM-NR-030, FC-HHDM-FC-030",,,,,,"Jul 21, 2025",,,,,,,,,,,Nalgonda,2025-07,7,1,0
217710,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 13, 2024",,,,,,,,,,,Thane,2024-02,2,1,0
218016,Active Gel,,,,,,"Active Olive Vit-E Night Gel, Active Neem TeaTree Gel, Active Orange Kiwi Vit-C Gel",,,,,,"FC-AC-NT-050, FC-AC-OV-050, FC-AC-OK-050",,,,,,"Oct 31, 2024",,,,,,,,,,,Sangareddy,2024-10,10,1,0
218138,Active Gel,,,,,,Active Neem TeaTree Gel,,,,,,FC-AC-NT-050,,,,,,"Mar 21, 2026",,,,,,,,,,,Hissar,2026-03,3,1,0
218748,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Sep 4, 2024",,,,,,,,,,,Bengaluru,2024-09,9,1,0
218938,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Dec 1, 2024",,,,,,,,,,,Ahmedabad,2024-12,12,1,0
219059,Active Gel,,,,,,Active Aloe Cactus Hydra Lift Gel,,,,,,FC-AC-AC-050,,,,,,"Mar 24, 2024",,,,,,,,,,,Indore,2024-03,3,1,0
219070,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 9, 2024",,,,,,,,,,,Bengaluru,2024-02,2,1,0
219416,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Jan 17, 2024",,,,,,,,,,,Ghaziabad,2024-01,1,1,0
219706,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Sep 14, 2025",,,,,,,,,,,Tambaram,2025-09,9,1,0
219724,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jul 19, 2024",,,,,,,,,,,Tiruchirapalli,2024-07,7,1,0
220558,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jun 23, 2025",,,,,,,,,,,Hapur,2025-06,6,1,0
220645,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Oct 2, 2024",,,,,,,,,,,Ernakulam,2024-10,10,1,0
220697,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 11, 2025",,,,,,,,,,,Shivamogga,2025-06,6,1,0
220813,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jul 23, 2024",,,,,,,,,,,Secunderabad,2024-07,7,1,0
221011,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jan 21, 2025",,,,,,,,,,,NA,2025-01,1,1,0
221043,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Jul 26, 2024",,,,,,,,,,,Eluru,2024-07,7,1,0
221643,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 5, 2024",,,,,,,,,,,Pune,2024-01,1,1,0
222169,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Nov 8, 2024",,,,,,,,,,,Bhubaneswar,2024-11,11,1,0
222198,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jun 8, 2025",,,,,,,,,,,Jaipur,2025-06,6,1,0
222206,Face Malai,Face Malai,Face Malai,Face Malai,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,FC-DM-PG-030,FC-DM-PG-030,FC-DM-PG-030,FC-HDDM-FB-030,,,"Feb 26, 2024","Nov 13, 2024","Mar 25, 2025","Dec 21, 2025",,,261,132,271,,,New Delhi,2024-02,2,4,1
222525,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Oct 12, 2024",,,,,,,,,,,Ernakulam,2024-10,10,1,0
222547,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Dec 1, 2025",,,,,,,,,,,Raigarh,2025-12,12,1,0
222819,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Nov 2, 2024",,,,,,,,,,,Thane,2024-11,11,1,0
222905,Active Gel,,,,,,Active Olive Vit-E Night Gel,,,,,,FC-AC-OV-050,,,,,,"Jul 5, 2026",,,,,,,,,,,Rewa,2026-07,7,1,0
223271,Face Malai,Face Malai,,,,,Flax Walnut (Cold) 35+ Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,,,,FC-CWDM-FW-030,FC-HHDM-FC-050,,,,,"Jan 2, 2024","Aug 21, 2024",,,,,232,,,,,Darjeeling,2024-01,1,2,1
224193,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 20, 2025",,,,,,,,,,,Kanpur,2025-05,5,1,0
224422,Face Malai,,,,,,"Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai, Flax Walnut (Cold) 35+ Face Malai",,,,,,"FC-CWDM-FW-030, FC-CWDM-BT-030",,,,,,"Nov 22, 2024",,,,,,,,,,,Dhanbad,2024-11,11,1,0
224706,"Active Gel, Face Malai",,,,,,"Clove Tea-Tree (Anti-Acne) Face Malai, Active Neem TeaTree Gel",,,,,,"FC-DM-AA-030, FC-AC-NT-050",,,,,,"Sep 26, 2024",,,,,,,,,,,Kolkata,2024-09,9,1,0
224838,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 5, 2025",,,,,,,,,,,Bengaluru,2025-04,4,1,0
225520,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Nov 26, 2025",,,,,,,,,,,Pune,2025-11,11,1,0
225866,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"May 15, 2024",,,,,,,,,,,Kanpur,2024-05,5,1,0
226312,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Jul 31, 2024",,,,,,,,,,,Sabarkantha,2024-07,7,1,0
226495,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Aug 6, 2024",,,,,,,,,,,Bengaluru,2024-08,8,1,0
226651,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Mar 5, 2025",,,,,,,,,,,Nagpur,2025-03,3,1,0
226947,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 3, 2024",,,,,,,,,,,Kolkata,2024-05,5,1,0
227021,Face Malai,Face Malai,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-DM-AA-030,FC-DM-PG-030,,,,,"Aug 2, 2024","Jan 13, 2026",,,,,529,,,,,Baruipur,2024-08,8,2,1
227117,Aloe Vera Gel,Aloe Vera Gel,,,,,Aloe Vera Gel - 80 gms,Aloe Vera Gel - 80 gms,,,,,FC-HG-PA-080,FC-HG-PA-080,,,,,"Nov 9, 2025","Nov 20, 2025",,,,,11,,,,,New Delhi,2025-11,11,2,1
227346,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Aug 31, 2025",,,,,,,,,,,Mumbai,2025-08,8,1,0
227754,Face Malai,Face Malai,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,"Flax Walnut (Cold) 35+ Face Malai, Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai",,,,,FC-HDDM-TR-050,"FC-CWDM-TP-030, FC-CWDM-FW-030",,,,,"Nov 13, 2024","Oct 21, 2025",,,,,342,,,,,Bhatinda,2024-11,11,2,1
227942,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 18, 2024",,,,,,,,,,,Surat,2024-04,4,1,0
228356,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 17, 2024",,,,,,,,,,,Jodhpur,2024-01,1,1,0
228397,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Oct 9, 2024",,,,,,,,,,,Mumbai,2024-10,10,1,0
228673,"Active Gel, Face Malai",,,,,,"Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g, Active Olive Vit-E Night Gel",,,,,,"FC-AC-OV-050, FC-HDDM-FB-030",,,,,,"Jan 14, 2024",,,,,,,,,,,Bengaluru,2024-01,1,1,0
228781,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Aug 13, 2024",,,,,,,,,,,Mumbai,2024-08,8,1,0
228855,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Jul 11, 2024",,,,,,,,,,,Kolkata,2024-07,7,1,0
228916,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jan 27, 2026",,,,,,,,,,,Nilgiris,2026-01,1,1,0
229343,Active Gel,,,,,,Active Beetroot Tomato Vit-A Gel,,,,,,FC-AC-BT-050,,,,,,"Apr 10, 2025",,,,,,,,,,,Pune,2025-04,4,1,0
229389,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"May 7, 2026",,,,,,,,,,,Bhubaneswar,2026-05,5,1,0
229404,Face Malai,Aloe Vera Gel,Aloe Vera Gel,,,,"Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",Aloe Vera Gel - 80 gms,Aloe Vera Gel - 80 gms,,,,"FC-HDDM-TR-030, FC-DM-NR-030",FC-HG-PA-080,FC-HG-PA-080,,,,"Aug 8, 2025","Aug 13, 2025","Sep 6, 2025",,,,5,24,,,,Hooghly,2025-08,8,3,1
230080,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 3, 2024",,,,,,,,,,,Ahmedabad,2024-04,4,1,0
230258,Face Malai,Face Malai,Face Malai,Face Malai,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Flax Walnut (Cold) 35+ Face Malai,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,FC-HHDM-FC-030,FC-HHDM-FC-030,FC-CWDM-FW-030,FC-DM-PG-030,,,"Jan 29, 2025","Jul 28, 2025","Dec 24, 2025","Mar 21, 2026",,,180,149,87,,,Mumbai,2025-01,1,4,1
230551,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Nov 11, 2025",,,,,,,,,,,Darjeeling,2025-11,11,1,0
230966,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"Apr 14, 2025",,,,,,,,,,,Pune,2025-04,4,1,0
232004,Face Malai,,,,,,"Honey Multi-Nut (Dry & Peeling Skin) Face Malai, Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai, Cocoa Mogra (Overnight) Face Malai - 50g ",,,,,,"FC-CWDM-TP-030, FC-DM-NR-050, FC-DM-DP-030",,,,,,"Dec 12, 2024",,,,,,,,,,,Kurukshetra,2024-12,12,1,0
233410,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 21, 2025",,,,,,,,,,,Meerut,2025-04,4,1,0
233727,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Dec 5, 2024",,,,,,,,,,,New Delhi,2024-12,12,1,0
233823,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jan 28, 2025",,,,,,,,,,,Tirupur,2025-01,1,1,0
234395,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Aug 20, 2024",,,,,,,,,,,Sonipat,2024-08,8,1,0
234489,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Nov 11, 2024",,,,,,,,,,,New Delhi,2024-11,11,1,0
234655,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Feb 9, 2025",,,,,,,,,,,Thane,2025-02,2,1,0
234675,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Dec 28, 2024",,,,,,,,,,,Surat,2024-12,12,1,0
234740,Active Gel,Face Malai,,,,,Active Aloe Cactus Hydra Lift Gel,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,FC-AC-AC-050,FC-HHDM-FC-030,,,,,"Jan 2, 2024","Feb 2, 2024",,,,,31,,,,,Thane,2024-01,1,2,1
235194,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Dec 17, 2024",,,,,,,,,,,New Delhi,2024-12,12,1,0
235254,Active Gel,Face Malai,,,,,Active Orange Kiwi Vit-C Gel,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,FC-AC-OK-050,FC-HHDM-FC-030,,,,,"Jul 5, 2025","Feb 7, 2026",,,,,217,,,,,Navi Mumbai,2025-07,7,2,1
235351,Face Malai,,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,,FC-DM-DP-030,,,,,,"Jan 26, 2024",,,,,,,,,,,Agartala,2024-01,1,1,0
235562,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 2, 2024",,,,,,,,,,,Tenali,2024-02,2,1,0
235722,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 2, 2026",,,,,,,,,,,Gautam Buddha Nagar,2026-04,4,1,0
236109,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 5, 2024",,,,,,,,,,,Trivandrum,2024-04,4,1,0
236397,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Aug 27, 2024",,,,,,,,,,,Ghaziabad,2024-08,8,1,0
237132,Face Malai,,,,,,"Cocoa Mogra (Overnight) Face Malai - 30g, Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g",,,,,,"FC-DM-NR-030, FC-HHDM-TV-050",,,,,,"Mar 19, 2026",,,,,,,,,,,Birbhum,2026-03,3,1,0
237835,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 25, 2024",,,,,,,,,,,Gwalior,2024-04,4,1,0
237927,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jul 8, 2025",,,,,,,,,,,Bengaluru,2025-07,7,1,0
237997,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Apr 24, 2026",,,,,,,,,,,Hoshiarpur,2026-04,4,1,0
238174,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,,FC-DM-PG-050,,,,,,"Nov 14, 2024",,,,,,,,,,,Thane,2024-11,11,1,0
238180,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Apr 1, 2025",,,,,,,,,,,Navi Mumbai,2025-04,4,1,0
239234,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Dec 1, 2025",,,,,,,,,,,Thane,2025-12,12,1,0
239283,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 21, 2024",,,,,,,,,,,Indore,2024-06,6,1,0
239334,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 10, 2025",,,,,,,,,,,Jalandhar,2025-11,11,1,0
239670,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 17, 2025",,,,,,,,,,,Bengaluru,2025-04,4,1,0
240694,Face Malai,,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 50g , Cocoa Mogra (Overnight) Face Malai - 50g ",,,,,,"FC-DM-PG-050, FC-DM-NR-050",,,,,,"Aug 9, 2025",,,,,,,,,,,Mumbai,2025-08,8,1,0
240775,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Nov 16, 2025",,,,,,,,,,,New Delhi,2025-11,11,1,0
241127,Face Malai,,,,,,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,,,,,,FC-CWDM-BT-030,,,,,,"Oct 29, 2025",,,,,,,,,,,Bhopal,2025-10,10,1,0
241521,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Mar 16, 2025",,,,,,,,,,,Mumbai,2025-03,3,1,0
241666,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 11, 2025",,,,,,,,,,,Thane,2025-05,5,1,0
241900,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"May 10, 2025",,,,,,,,,,,Bengaluru,2025-05,5,1,0
242032,Face Malai,Face Malai,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,FC-HDDM-FB-030,FC-HDDM-FB-030,,,,,"Oct 5, 2024","Nov 15, 2024",,,,,41,,,,,Kasaragod,2024-10,10,2,1
242092,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 12, 2024",,,,,,,,,,,Darjeeling,2024-08,8,1,0
242215,Face Malai,,,,,,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,,,,,,FC-CWDM-BT-030,,,,,,"Nov 17, 2025",,,,,,,,,,,Ranchi,2025-11,11,1,0
242271,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jun 8, 2024",,,,,,,,,,,Thane,2024-06,6,1,0
242355,Face Malai,Active Gel,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,Active Orange Kiwi Vit-C Gel,,,,,FC-HDDM-TR-030,FC-AC-OK-050,,,,,"Feb 25, 2024","Aug 2, 2024",,,,,159,,,,,New Delhi,2024-02,2,2,1
242479,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 5, 2024",,,,,,,,,,,Koraput,2024-04,4,1,0
242511,Active Gel,,,,,,"Active Olive Vit-E Night Gel, Active Orange Kiwi Vit-C Gel",,,,,,"FC-AC-OV-050, FC-AC-OK-050",,,,,,"Nov 4, 2024",,,,,,,,,,,New Delhi,2024-11,11,1,0
242691,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 20, 2024",,,,,,,,,,,Ambala,2024-01,1,1,0
242914,"Active Gel, Face Malai",,,,,,"Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-HHDM-FC-030, FC-AC-OK-050",,,,,,"Feb 19, 2024",,,,,,,,,,,Kolkata,2024-02,2,1,0
243448,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Aug 5, 2025",,,,,,,,,,,Bengaluru,2025-08,8,1,0
243589,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,,,,,FC-HHDM-FC-050,,,,,,"May 12, 2024",,,,,,,,,,,Gurgaon,2024-05,5,1,0
244651,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jun 14, 2024",,,,,,,,,,,Agra,2024-06,6,1,0
245049,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jan 25, 2024",,,,,,,,,,,Asansol,2024-01,1,1,0
